sym,wt_fc,ko_fc
2610042L04Rik,-0.8117921729377144,-1.0709008875564767
2610044O15Rik8,-0.040491740187768244,-0.2846778482668988
2610301B20Rik,0.15531732749516003,-0.1611357791784691
2610318N02Rik,0.7560896504961816,-0.21248637938050718
2610507B11Rik,-0.25726343090367365,0.39586803589437913
2610528A11Rik,-0.410928077090138,0.7826030664602133
2610528J11Rik,0.0,0.0
2700049A03Rik,0.3967101786056446,-0.16207198458208083
2700062C07Rik,0.21071473085375736,-0.19955926491730835
2700081O15Rik,0.09435479282273285,-0.03155704565906703
2700097O09Rik,0.2488042787860678,-0.3748767705005269
2810004N23Rik,-0.1414559427366271,0.3667044693866899
2810006K23Rik,0.1288190119666055,-0.047887530071818674
2810021J22Rik,0.09784132567849468,-0.1256893267370618
2810408A11Rik,-2.8201267737412223,-1.0924420259511933
2810459M11Rik,-0.8579622249556138,-3.279079292983134
2900026A02Rik,-0.35298268876287153,-0.2918343962541794
2900092C05Rik,0.0,0.0
3110001I22Rik,0.2833201931804714,0.20287686229628044
3110009E18Rik,0.6175032452081686,-0.140907870633745
3110021N24Rik,0.9268832195771015,-2.392575674002713
3110040M04Rik,0.0,0.0
3110040N11Rik,0.1116774761835373,0.7964340781977155
3110082I17Rik,-0.033126097335527405,0.6942001580398447
3110082J24Rik,0.0,0.0
3300002I08Rik,0.36666401646109215,-0.6793549411806739
3425401B19Rik,-3.3866653878399546,2.178925465537402
3830403N18Rik,0.4887324853054995,-0.22532623048636502
3830406C13Rik,0.10961505289248485,-0.15812947161480473
3830417A13Rik,0.0,0.0
4430402I18Rik,-0.07901913081717726,1.4804672195342192
4632433K11Rik,2.7009321304068137,-2.81179417244213
4833420G17Rik,-0.18102769263395757,-0.02060708536612843
4833423E24Rik,-0.7656110441484385,0.0
4833427G06Rik,0.3754544065188601,0.0
4833439L19Rik,-0.4017712799720208,0.054960269930340644
4921504E06Rik,0.0,0.0
4921507P07Rik,-0.913904463386602,-1.8012229194094824
4921509C19Rik,0.0,0.0
4921511C20Rik,0.0,0.0
4921517D22Rik,0.0,0.0
4921524J17Rik,0.15202119873919795,-0.1233573873753171
4921524L21Rik,0.0,0.0
4921536K21Rik,-0.3901566376295784,-0.2152727868316063
4921539E11Rik,0.3822586798994121,0.0
4922502D21Rik,0.0,0.0
4930402F06Rik,0.0,0.6476112433817882
4930402H24Rik,0.04803607400940457,-0.5792888050062768
4930402K13Rik,0.0,0.0
4930404H24Rik,0.0,0.0
4930404N11Rik,-0.12392837050855743,-0.3938001753454099
4930407I10Rik,0.22888442284205604,-0.21283904559181435
4930412O13Rik,0.0,0.0
4930415L06Rik,0.0,0.0
4930415O20Rik,-0.2516315832354771,-0.21283904559181435
4930430A15Rik,0.0,0.0
4930430F08Rik,-0.49254981802695674,-0.24993205700539356
4930432K21Rik,-0.23015128168188959,-1.0284095762745418
4930432M17Rik,0.0,0.0
4930433I11Rik,0.0,0.0
4930438A08Rik,-0.5943971008795529,1.1324632792550837
4930444G20Rik,-1.1071541085755745,0.0
4930444P10Rik,-0.9109674283055205,-0.9580310960231218
4930447A16Rik,0.0,-0.4427166047663706
4930447C04Rik,0.690278299652114,-1.0578346005983708
4930447F04Rik,0.0,0.0
4930449I24Rik,0.0,0.0
4930451I11Rik,-0.1455980326561761,-0.21283904559181435
4930452B06Rik,1.4832776182310763,-1.54314470942801
4930453N24Rik,0.3262750647526609,0.2707991845869664
4930455H04Rik,0.0,-0.34915265822807906
4930467E23Rik,0.5635551714567066,-0.9214551289278479
4930469K13Rik,-0.2547346924523244,-1.4491455072940553
4930470P17Rik,0.0,0.0
4930474N05Rik,-0.09069921053387064,-1.401413212955576
4930480E11Rik,0.0,0.0
4930480G23Rik,0.0,0.0
4930486L24Rik,-1.129999124009363,0.4274532115271623
4930502E18Rik,-0.7164598330997705,-1.716662942111948
4930503B20Rik,0.0,0.0
4930503E14Rik,0.3822586798994121,0.0
4930503L19Rik,0.037886515271791765,-0.4260923591054979
4930505A04Rik,0.0,0.0
4930512M02Rik,0.41462599572767145,-0.898715068156879
4930513O06Rik,0.0,0.0
4930516K23Rik,0.22379985217004805,-0.6283816033813495
4930519G04Rik,-1.0298417154240669,-0.6017005205991044
4930522H14Rik,0.0,0.0
4930522L14Rik,-0.3911199152412035,0.04097400332821621
4930523C07Rik,1.0405560980422752,-0.37902210216760057
4930524B15Rik,-0.7545535838158223,-0.5863532064420514
4930524N10Rik,0.0,0.0
4930539E08Rik,-0.7984578748536331,-0.34372558695314837
4930544D05Rik,0.0,0.0
4930544G11Rik,0.0,0.0
4930548H24Rik,0.6770153932519527,-0.08356602072331043
4930550C14Rik,0.8858570611258703,-1.3637225229857144
4930550L24Rik,-2.420399977798148,-1.680920458747448
4930555G01Rik,-0.48016876947433335,0.0
4930556J24Rik,-1.2996540206567757,0.15302654643010943
4930558C23Rik,0.47652920703648416,0.0
4930558K02Rik,0.09621159024426462,-0.7972650795474591
4930562C15Rik,-0.5444545447436582,-0.6518565720754372
4930563E22Rik,0.4300392651552114,-0.7705741824877164
4930563M21Rik,0.23452371786357948,-1.3966797151185495
4930564D02Rik,0.0,0.0
4930568D16Rik,0.5553908421441962,0.0
4930572O03Rik,0.0,0.0
4930578G10Rik,0.28535271820098806,-1.0753852514497884
4930578I06Rik,0.0,0.0
4930579F01Rik,0.0,0.0
4930579G24Rik,0.4422390532312477,-0.658623242800803
4930583I09Rik,0.47652920703648416,0.0
4930590J08Rik,-0.9452703383280028,0.43032458337117374
4930595D18Rik,0.0,0.0
4930595M18Rik,0.0,0.0
4930596D02Rik,0.0,0.0
4931400O07Rik,0.0,0.0
4931406B18Rik,1.0908278592940013,-0.24431098970421622
4931406C07Rik,-0.22245868197887297,0.33736258893623017
4931406P16Rik,-0.12448466782869261,0.07898691414777304
4931408C20Rik,0.0,0.0
4931414P19Rik,-0.9724753658051295,-0.6015712400985382
4931417E11Rik,0.0,0.0
4931422A03Rik,-0.026006356570020372,-0.36649294625652384
4931423N10Rik,0.9929363024519685,-1.9240719949482132
4931428F04Rik,-0.8445180220106128,-0.31821447164280414
4931428L18Rik,-0.3681752925118766,0.0
4931429L15Rik,-0.82545130628735,0.0
4931440F15Rik,1.2107495351614768,-0.7979703058589891
4932411N23Rik,0.6701496069283308,-0.4595837765358225
4932414N04Rik,0.18978346001590163,-0.31037460333886857
4932415D10Rik,1.542485936870116,-0.21283904559181435
4932429P05Rik,0.0,0.0
4932438A13Rik,-0.08180750128709491,-0.2540813422230812
4932438H23Rik,1.1390241371427274,-3.1149386928055085
4933400A11Rik,0.7131159985834117,0.0
4933402D24Rik,-0.3256055235565718,0.6214443384251693
4933402E13Rik,0.0,0.0
4933402J07Rik,0.0,0.0
4933402N03Rik,0.0,0.0
4933402N22Rik,0.0,0.0
4933403O08Rik,0.0,0.0
4933405L10Rik,-1.1196301058232407,-2.9964944136059475
4933405O20Rik,0.0,0.0
4933406M09Rik,-0.5447440054998252,1.0168223661404476
4933407L21Rik,1.4635270617589473,1.0966135025736472
4933408B17Rik,0.5122864025860681,-2.0285765345452744
4933409G03Rik,0.0,0.0
4933411K16Rik,-0.7267549037164459,0.0
4933412E24Rik,0.0,0.0
4933414I15Rik,0.0,0.0
4933415F23Rik,0.0,0.0
4933417A18Rik,0.0,0.0
4933421I07Rik,0.0,0.0
4933424G06Rik,-0.019991173333002155,-0.42979748642762006
4933425L06Rik,0.0,0.0
4933427D14Rik,0.2500354973354657,0.4159224096682115
4933428G20Rik,0.38290689743667494,-1.5035532837301098
4933428M09Rik,0.0,0.0
4933430I17Rik,-0.5641981649471246,-1.5315355844793177
4933434E20Rik,-0.1160417108601397,0.30770477031759746
4933436I01Rik,0.0,0.0
5031410I06Rik,0.0,0.6554494477255334
5031439G07Rik,0.41849570680025217,0.1666234054413369
5330417C22Rik,-1.0249375602969426,-0.5157880951448703
5430401F13Rik,0.0,0.0
5430402E10Rik,0.0,-0.4569204579033296
5430403G16Rik,-0.4441283175424431,-0.4371390164216784
5430419D17Rik,1.2787790694519998,-1.9946342335834295
5430427O19Rik,0.07986476173019064,0.9432747185625683
5530400C23Rik,0.0,0.0
5530401A14Rik,0.9695611939669027,-0.3773616727914293
5730409E04Rik,-0.14630470769919945,-0.8539848571619677
5730455P16Rik,-0.13236649376030485,-0.1707321152775787
5730480H06Rik,0.1394212847192886,-0.20003711180908645
5730507C01Rik,1.8054701995745894,-1.8095621106616004
5730522E02Rik,-0.34662113368209146,-1.5244697701169827
5830411N06Rik,0.0017847582903269266,0.0
6030458C11Rik,-0.21646020114822484,0.3335851208181495
6030468B19Rik,-0.16790582184960634,0.5691271099019977
6030498E09Rik,-0.3051307835548861,0.0
6330403K07Rik,-0.3466014769147616,0.08467820541941684
6330409D20Rik,-1.9124104394621215,-1.857721687794505
6330411D24Rik,0.7006378737908727,-2.2559103847165383
6430531B16Rik,-0.12231874233912077,0.13647953887833886
6430548M08Rik,-0.11735554534977588,-1.2915519286890849
6430550D23Rik,-0.8926027942014372,-0.6431134635214137
6430571L13Rik,0.06574390602715674,-0.6893721012458114
6430628N08Rik,0.0,0.0
6720489N17Rik,0.04669761612980938,-0.022979343075107295
6820408C15Rik,-1.0403260427002472,-0.8939893317856189
7420426K07Rik,0.0,0.0
7530416G11Rik,0.0,0.0
8030462N17Rik,0.2128636270205444,-0.331501997258961
8030474K03Rik,0.0,-1.5488587072983948
9030025P20Rik,0.09376356854065726,0.1650732901762506
9030624G23Rik,1.5771582763118164,-1.1535482370618375
9130008F23Rik,1.5336021157263078,-0.8574231661975906
9130019O22Rik,0.38057711393895133,0.27837485791392247
9130023H24Rik,-0.13920256012063525,0.04059332150427153
9130204L05Rik,-0.18383471548401398,-0.6288390039710603
9130230L23Rik,0.5006266764770229,-0.37532756864475214
9130401M01Rik,-0.24729830846024292,0.4177418947185956
9130409I23Rik,0.7540427551864661,0.0
9230102O04Rik,0.0,0.0
9230112D13Rik,0.22888442284205604,0.0
9330102E08Rik,1.0196257996531068,-0.32098535677229467
9330159F19Rik,-0.05949462144160833,-1.9739484997891257
9330182L06Rik,-0.7945573816240898,-0.9866289518799842
9330182O14Rik,-0.22915837926285726,-0.34915265822807906
9430007A20Rik,-0.48016876947433335,0.0
9430015G10Rik,-1.0686063412529325,-0.17976330899598203
9430038I01Rik,0.20783595936051658,0.6406168469885367
9430069I07Rik,0.31231304629449763,0.4241908655511506
9530002B09Rik,0.0,0.0
9530003J23Rik,0.0,0.0
9530053A07Rik,0.7732545682233036,-0.09414011908569186
9530068E07Rik,-0.23717662943901985,0.46503143359264243
9530077C05Rik,0.129130094897711,0.00508725392447662
9630041A04Rik,1.0944534022430839,-0.6992123658176433
9830107B12Rik,0.6307909196715651,-0.6520777025349491
9930012K11Rik,0.18384463204372015,0.6369960600635762
9930021J03Rik,0.19140563631060914,-1.0171956116901537
9930022D16Rik,0.0,0.0
9930104L06Rik,-0.2483655916261398,0.21264931172491153
9930111J21Rik1,-0.5264104332070207,0.8624784909679928
9930111J21Rik2,-0.07750775585797243,0.7281971786145895
A030003K21Rik,0.0,0.0
A030005K14Rik,0.0,0.0
A030005L19Rik,0.10490332121591117,-1.1419289705840139
A030014E15Rik,0.664845959483704,0.0
A130010J15Rik,0.23950945790154243,0.09577504535275949
A1bg,1.7065975879182138,-0.9111929256852058
A1cf,0.2667182082057698,0.0
A230072I06Rik,0.0,0.0
A26c2,0.0,0.0
A2m,1.3006848593321632,-3.0366883360919754
A2ml1,-0.05251918477050621,-2.367326045246787
A330070K13Rik,0.0,0.0
A3galt2,0.10552122288462717,-2.191234002064226
A430005L14Rik,0.15802765861550583,0.26626738746645096
A430033K04Rik,0.14448929487539353,-0.2523127186149612
A430089I19Rik,-0.22915837926285726,0.0
A4galt,1.1671533282451607,-1.854825351789601
A4gnt,0.0,0.0
A530016L24Rik,-0.3567848041086102,0.0
A530032D15Rik,-0.9205647092501468,1.6687041596703
A530064D06Rik,-0.0023054735194367737,0.8202617033616235
A530084C06Rik,0.0,0.0
A630001G21Rik,-1.0765852803924147,0.6782275625527614
A630010A05Rik,-0.12207357195970303,-0.20194256853623616
A630023A22Rik,0.0,0.0
A630073D07Rik,0.0,0.0
A630076J17Rik,0.0,0.0
A630089N07Rik,0.06166975081689685,-0.49477551580512724
A630095N17Rik,-0.34157077570213734,0.1896862470624503
A730009L09Rik,1.3700247684323914,-1.7482791407743425
A730046J19Rik,-0.4058071855636829,-1.040483909414899
A730049H05Rik,1.1707740725523494,-0.7335250456593905
A730071L15Rik,0.21957059861020856,0.07786651612326878
A830005F24Rik,0.38605899358110696,-0.8038344602853824
A830018L16Rik,-0.2629332151486672,0.6118967240605571
A830031A19Rik,0.0,0.0
A930002H24Rik,1.7160417428413741,-1.0337156655484163
A930003A15Rik,1.4146700674664174,-1.1731996317277336
A930004D18Rik,0.5856675477051727,-0.551747822133926
A930009A15Rik,0.6764412541644846,-1.577421164092775
A930017K11Rik,-0.9679118304748879,-0.34849155395006015
A930018P22Rik,1.9902892237093086,-0.6295497408548241
A930033H14Rik,0.11259047331732841,-1.160914193621891
AA467197,1.4656005923657687,-1.0473306597831828
AA792892,-0.650542873957226,-0.21283904559181435
AA986860,0.20490493451108893,-1.436924751344418
AB124611,-0.3976033648628716,1.4602310143552817
AC124742.1,0.0,0.0
AC124764.1,0.0,0.0
AC132407.1,0.0,0.0
AC140267.1,0.0,0.0
AC141477.1,0.0,0.0
AC149091.1,0.0,0.0
AC150683.1,0.7121947223436716,0.3985688724631767
AC151602.1,0.0,0.0
AC166256.1,0.0,0.0
AF067061,0.006833376744820985,-0.8027106699794786
AF067063,0.0,0.0
AF366264,0.5595521795265417,0.14440843608348947
AI182371,0.2676212914020688,0.31602795315681975
AI413582,0.1963840852524914,0.29046407977830135
AI429214,-0.23873813319289727,0.32010247829235894
AI467606,-0.026772764167178664,0.7930920405626587
AI593442,-1.7726606864295142,-0.5794385755595695
AI597479,-0.44691659185087573,-0.1729293337244151
AI661453,-0.6443460087396806,-0.34915265822807906
AI837181,-0.19125327440481676,-0.5254911263524722
AI854703,-0.7251485654548944,-0.21513370253545627
AI987944,-0.10085829039376826,0.2652902941144877
AK157302,-0.3567848041086102,0.39733753613432565
AL607142.1,0.0,0.0
AL731706.1,0.4083744771071265,-0.24304166190971532
AL731706.2,0.0,0.0
AL845275.1,0.0,-0.08373498221754794
AU015836,-0.22915837926285726,0.0
AU018091,-0.3681752925118766,0.0
AU021092,0.684618108907487,-0.15164040141559454
AU022252,-0.11987588023663776,-0.09538143884223516
AU022751,0.0,0.0
AU040320,-0.37016283072114575,0.3063354084302148
AU041133,0.850974028634031,-0.06064897361089727
AV320801,0.0,-0.5231910912048338
AW146154,0.5209585950512992,0.7051103004196033
AW209491,0.18329802464461054,-0.5229593737844294
AW549877,-0.354351833551787,0.1349589490351466
AW551984,-2.454301908997302,1.4354013957741525
AW554918,0.22260683568640438,0.13205277595941922
AW822073,0.23452371786357948,0.0
AY074887,-1.876069772121216,0.01914763088333382
AY358078,0.0,0.0
AY761184,0.0,0.0
AY761185,0.0,0.0
Aaas,0.06292760435324496,-0.05238398461773741
Aacs,-0.16740195830285032,0.29079306685210504
Aadac,0.0,-1.059077938387396
Aadacl2,0.0,0.0
Aadacl3,0.0,0.0
Aadacl4,0.0,0.0
Aadat,0.0,0.4309937880842236
Aagab,-0.6876036388398585,0.6198826108635487
Aak1,-0.5044570343331927,-0.44448961752502747
Aamdc,0.4451314355062319,-0.2964286289839926
Aamp,-0.3218029567966365,0.14146819079142503
Aanat,0.0,-1.3745925527617955
Aar2,0.030398397466978366,-0.09257916184839665
Aard,1.4478273223730551,-0.544094441261811
Aars,-0.12883519362173246,0.005036689288235863
Aars2,-0.4028989807749159,-0.48006681173173327
Aarsd1,0.2756153619479491,-0.19745974478316342
Aasdh,-0.09714549066011458,-0.4048548313606055
Aasdhppt,0.19636567829940432,0.19339553928503683
Aass,0.27866155300091133,-2.7884449309366612
Aatf,-0.4339525237638,0.19625747875294586
Aatk,-0.06769139764801402,0.0489292229005347
